,matching_id,pmid,title,journal,journal_short,year,month,day,section,subsection,role,predictprob,cancer_id,cancer_name,cancer_normalized,cancer_start,cancer_end,gene_hugo_id,gene_entrez_id,gene_name,gene_normalized,gene_start,gene_end,sentence,formatted_sentence
32789,9eb6448e78c96c6cb8d5790569211d1a,38659828,Musashi-2 (MSI2) regulation of DNA damage response in lung cancer,Research Square,Research Square,2024,4.0,11.0,article,results,Driver,0.9085460229488636,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,64,83,HGNC:11998,7157,P53,TP53,47,50,Musashi-2 contributes to the incidence of KRAS-P53 driven mouse lung adenocarcinoma and positively regulates lung cancer cell growth.,Musashi-2 contributes to the incidence of KRAS-<b>P53</b> driven mouse <b>lung adenocarcinoma</b> and positively regulates lung cancer cell growth.
33045,9eb6448e78c96c6cb8d5790569211d1a,38633862,The impact of ribosome biogenesis in cancer: from proliferation to metastasis,NAR Cancer,NAR Cancer,2024,4.0,15.0,article,introduction,Driver,0.9844150739047568,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,23,42,HGNC:11998,7157,TRP53,TP53,10,15,"In a KRAS-TRP53-driven lung adenocarcinoma model (LDAC), it has been demonstrated that the nuclear GEF activity of Ect2 is indispensable for maintaining tumor-initiating cells (TICs), and the transformative effects mediated by Ect2 rely on Ect2-associated rDNA transcription.","In a KRAS-<b>TRP53</b>-driven <b>lung adenocarcinoma</b> model (LDAC), it has been demonstrated that the nuclear GEF activity of Ect2 is indispensable for maintaining tumor-initiating cells (TICs), and the transformative effects mediated by Ect2 rely on Ect2-associated rDNA transcription."
33908,67be1f611ae3e80440a8fbd853cb83ae,37188685,Drug-induced lactate confers ferroptosis resistance via p38-SGK1-NEDD4L-dependent upregulation of GPX4 in NSCLC cells,Cell Death Discovery,Cell Death Discovery,2023,5.0,15.0,article,results,Driver,0.9863993792954392,DOID:3908,NSCLC,lung non-small cell carcinoma,143,148,HGNC:11998,7157,TP53,TP53,131,135,"Despite recent advances in targeted therapies for distinct subtypes of lung cancer, no effective targeted therapies exist for KRAS/TP53-driven NSCLC.","Despite recent advances in targeted therapies for distinct subtypes of lung cancer, no effective targeted therapies exist for KRAS/<b>TP53</b>-driven <b>NSCLC</b>."
34007,04dfa692c4072abbf6fcb9516f58ed16,36495130,Cerebrospinal fluid circulating tumor DNA depicts profiling of brain metastasis in NSCLC,Molecular Oncology,Molecular Oncology,2023,5.0,29.0,article,results,Tumor_Suppressor,0.9731949559445212,DOID:3910,LUAD,lung adenocarcinoma,15,19,HGNC:11998,7157,TP53,TP53,63,67,"(C) Patient BM-LUAD 12 has mutations in tumor suppressor genes TP53 and RB1, and investigational target genes CDK13 and MED12 that were only identified in BM and CSF ctDNA, but not in plasma ctDNA (Mann-Whitney test; ns, not significant).","(C) Patient BM-<b>LUAD</b> 12 has mutations in tumor suppressor genes <b>TP53</b> and RB1, and investigational target genes CDK13 and MED12 that were only identified in BM and CSF ctDNA, but not in plasma ctDNA (Mann-Whitney test; ns, not significant)."
34203,04dfa692c4072abbf6fcb9516f58ed16,37072703,Integrative analysis of TP53 mutations in lung adenocarcinoma for immunotherapies and prognosis,BMC Bioinformatics,BMC Bioinformatics,2023,4.0,18.0,abstract,background,Tumor_Suppressor,0.9726600495419194,DOID:3910,lung adenocarcinoma (LUAD),lung adenocarcinoma,67,93,HGNC:11998,7157,TP53,TP53,4,8,The TP53 tumor suppressor gene is one of the most mutated genes in lung adenocarcinoma (LUAD) and plays a vital role in regulating the occurrence and progression of cancer.,The <b>TP53</b> tumor suppressor gene is one of the most mutated genes in <b>lung adenocarcinoma (LUAD)</b> and plays a vital role in regulating the occurrence and progression of cancer.
34275,9eb6448e78c96c6cb8d5790569211d1a,38570533,Acidovorax temperans skews neutrophil maturation and polarizes Th17 cells to promote lung adenocarcinoma development,Oncogenesis,Oncogenesis,2024,12.0,3.0,article,results,Driver,0.9802703432519488,DOID:3910,LUAD,lung adenocarcinoma,59,63,HGNC:11998,7157,Tp53,TP53,47,51,"Previous research developed a mutant K-ras and Tp53-driven LUAD mouse model (KP) under the Cre-lox system, resulting in endogenous tumor development reflective of human LUAD.","Previous research developed a mutant K-ras and <b>Tp53</b>-driven <b>LUAD</b> mouse model (KP) under the Cre-lox system, resulting in endogenous tumor development reflective of human LUAD."
34743,9eb6448e78c96c6cb8d5790569211d1a,38444898,Implications of T cell-mediated tumor killing genes for molecular heterogeneity and clinical stratification in lung adenocarcinoma,Genes & Diseases,Genes & Diseases,2023,11.0,8.0,article,,Driver,0.8393749091345204,DOID:3910,LUAD,lung adenocarcinoma,81,85,HGNC:11998,7157,TP53,TP53,24,28,"Mutations in genes like TP53 and TTN have been pinpointed as cardinal drivers of LUAD, and the accumulation of additional genetic mutations could further contribute to tumor growth and progression.","Mutations in genes like <b>TP53</b> and TTN have been pinpointed as cardinal drivers of <b>LUAD</b>, and the accumulation of additional genetic mutations could further contribute to tumor growth and progression."
34989,9eb6448e78c96c6cb8d5790569211d1a,38335300,NRF2 Activation in Trp53;p16-deficient Mice Drives Oral Squamous Cell Carcinoma,Cancer Research Communications,Cancer Research Communications,2024,2.0,21.0,article,introduction,Driver,0.92619469119693,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,39,58,HGNC:11998,7157,p53,TP53,94,97,"Similarly, in the classic KP model for lung adenocarcinoma driven by Kras G12D activation and p53 loss, moderate NRF2 activation promoted cancer initiation and early progression while strong NRF2 activation blocked progression to advanced cancer.","Similarly, in the classic KP model for <b>lung adenocarcinoma</b> driven by Kras G12D activation and <b>p53</b> loss, moderate NRF2 activation promoted cancer initiation and early progression while strong NRF2 activation blocked progression to advanced cancer."
34990,8e390ed2997c32b925dba06cfbfc21cf,38383702,Serum ferritin predicted prognosis in patients with nasopharyngeal carcinoma,Scientific Reports,Scientific Reports,2024,2.0,21.0,article,discussion,Tumor_Suppressor,0.980384468643362,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,3,29,HGNC:11998,7157,p53,TP53,115,118,"In non-small cell lung cancer cell lines, FHC functions as a tumor suppressor gene by relieving the suppression of p53 transcription mediated by miR-125b.","In <b>non-small cell lung cancer</b> cell lines, FHC functions as a tumor suppressor gene by relieving the suppression of <b>p53</b> transcription mediated by miR-125b."
35885,8e390ed2997c32b925dba06cfbfc21cf,37439806,Zerumbone-incorporated liquid crystalline nanoparticles inhibit proliferation and migration of non-small-cell lung cancer in vitro,Naunyn-Schmiedeberg's Archives of Pharmacology,Naunyn-Schmiedeberg's Archives of Pharmacology,2024,7.0,13.0,article,discussion,Tumor_Suppressor,0.9632699434038876,DOID:3908,NSCLC,lung non-small cell carcinoma,54,59,HGNC:11998,7157,P53,TP53,0,3,P53 and PTEN are well known tumor suppressor genes in NSCLC,<b>P53</b> and PTEN are well known tumor suppressor genes in <b>NSCLC</b>
35928,8e390ed2997c32b925dba06cfbfc21cf,38177190,ITGB1 and DDR activation as novel mediators in acquired resistance to osimertinib and MEK inhibitors in EGFR-mutant NSCLC,Scientific Reports,Scientific Reports,2024,1.0,4.0,article,results,Tumor_Suppressor,0.9612669096295094,DOID:3908,NSCLC,lung non-small cell carcinoma,75,80,HGNC:11998,7157,p53,TP53,21,24,Somatic mutations of p53 tumor suppressor gene have been detected in human NSCLC cell lines as reported in Fig.,Somatic mutations of <b>p53</b> tumor suppressor gene have been detected in human <b>NSCLC</b> cell lines as reported in Fig.
36175,8e390ed2997c32b925dba06cfbfc21cf,36440695,Mutation patterns and evolutionary action score of TP53 enable identification of a patient population with poor prognosis in advanced non-small cell lung cancer,Cancer Medicine,Cancer Medicine,2023,3.0,28.0,article,introduction,Tumor_Suppressor,0.9644506573067934,DOID:3908,NSCLC,lung non-small cell carcinoma,140,145,HGNC:11998,7157,TP53,TP53,0,4,"TP53, a tumor suppressor gene, is the most commonly mutated gene in various human malignancies, and mutations occur in approximately 50% of NSCLC patients.","<b>TP53</b>, a tumor suppressor gene, is the most commonly mutated gene in various human malignancies, and mutations occur in approximately 50% of <b>NSCLC</b> patients."
37436,ec5542916e891bcd66b475e18a5c7949,37488455,Integrative Analysis of Inflammatory Response-Related Gene for Predicting Prognosis and Immunotherapy in Glioma,Journal of Molecular Neuroscience,Journal of Molecular Neuroscience,2023,7.0,25.0,article,discussion,Tumor_Suppressor,0.9790717833829684,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,123,142,HGNC:16709,10203,CALCRL,CALCRL,60,66,"As a G protein-coupled seven transmembrane domain receptor, CALCRL has been identified as a potential tumor suppressor for lung adenocarcinoma by Lu et al.. A β-subunit of IL-12 family member (EBI3) was confirmed to promote T- and B-cell differentiation through the gp130-STAT3 signal pathway and thereby playing a crucial role in inhibiting tumor cell proliferation and invasion (Ma et al.).","As a G protein-coupled seven transmembrane domain receptor, <b>CALCRL</b> has been identified as a potential tumor suppressor for <b>lung adenocarcinoma</b> by Lu et al.. A β-subunit of IL-12 family member (EBI3) was confirmed to promote T- and B-cell differentiation through the gp130-STAT3 signal pathway and thereby playing a crucial role in inhibiting tumor cell proliferation and invasion (Ma et al.)."
38778,9eb6448e78c96c6cb8d5790569211d1a,35877003,Targeting lactate dehydrogenase B-dependent mitochondrial metabolism affects tumor initiating cells and inhibits tumorigenesis of non-small cell lung cancer by inducing mtDNA damage,Cellular and Molecular Life Sciences: CMLS,Cellular and Molecular Life Sciences: CMLS,2022,8.0,25.0,abstract,,Driver,0.8782337592869454,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,332,351,HGNC:11998,7157,p53,TP53,386,389,"To determine whether LDHB plays a pivotal role in tumorigenesis, we performed 2D and 3D in vitro experiments, utilized a conventional xenograft tumor model, and developed a novel genetically engineered mouse model (GEMM) of non-small cell lung cancer (NSCLC), in which we combined an LDHB deletion allele with an inducible model of lung adenocarcinoma driven by the concomitant loss of p53 (also known as Trp53) and expression of oncogenic KRAS (G12D) (KP).","To determine whether LDHB plays a pivotal role in tumorigenesis, we performed 2D and 3D in vitro experiments, utilized a conventional xenograft tumor model, and developed a novel genetically engineered mouse model (GEMM) of non-small cell lung cancer (NSCLC), in which we combined an LDHB deletion allele with an inducible model of <b>lung adenocarcinoma</b> driven by the concomitant loss of <b>p53</b> (also known as Trp53) and expression of oncogenic KRAS (G12D) (KP)."
39594,04dfa692c4072abbf6fcb9516f58ed16,36692498,METTL3 fromTargetValidation to the First Small-MoleculeInhibitors: A Medicinal Chemistry Journey,Journal of Medicinal Chemistry,Journal of Medicinal Chemistry,2023,2.0,9.0,article,introduction,Tumor_Suppressor,0.9622180698483191,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,58,77,HGNC:11998,7157,p53,TP53,205,208,"In addition, METTL3 and p53 knockdown experiments in both lung adenocarcinoma mouse models andhuman cells demonstrated that METTL3 acts as a tumor suppressor specificallyin the context of fully functional p53.","In addition, METTL3 and p53 knockdown experiments in both <b>lung adenocarcinoma</b> mouse models andhuman cells demonstrated that METTL3 acts as a tumor suppressor specificallyin the context of fully functional <b>p53</b>."
39654,67be1f611ae3e80440a8fbd853cb83ae,36750914,Retinal determination gene networks: from biological functions to therapeutic strategies,Biomarker Research,Biomarker Research,2023,2.0,8.0,article,introduction,Driver,0.96460837826338,DOID:3908,non-small cell lung cancer,lung non-small cell carcinoma,49,75,HGNC:11998,7157,P53,TP53,38,41,"Moreover, SIX1 and SIX2 preserved RAS/P53-driven non-small cell lung cancer from SMAC mimetic chemotherapeutic drug-induced inflammation.","Moreover, SIX1 and SIX2 preserved RAS/<b>P53</b>-driven <b>non-small cell lung cancer</b> from SMAC mimetic chemotherapeutic drug-induced inflammation."
39892,e2c2f7f34016cdc77d57c18e14baa6cd,36661515,Lung Cancer Gene Regulatory Network of Transcription Factors Related to the Hallmarks of Cancer,Current Issues in Molecular Biology,Current Issues in Molecular Biology,2023,1.0,5.0,article,discussion,Tumor_Suppressor,0.9970303990523568,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,30,49,HGNC:11603,9496,TBX4,TBX4,0,4,"TBX4 is a tumor suppressor in lung adenocarcinoma and NSCLC whose expression is regulated by a methylating pattern, avoiding its inhibition of cell growth and proliferation or the induction of apoptosis.","<b>TBX4</b> is a tumor suppressor in <b>lung adenocarcinoma</b> and NSCLC whose expression is regulated by a methylating pattern, avoiding its inhibition of cell growth and proliferation or the induction of apoptosis."
39893,ac35cd158e474c04f7900989628ba82b,36661515,Lung Cancer Gene Regulatory Network of Transcription Factors Related to the Hallmarks of Cancer,Current Issues in Molecular Biology,Current Issues in Molecular Biology,2023,1.0,5.0,article,discussion,Tumor_Suppressor,0.9534714204029272,DOID:3908,NSCLC,lung non-small cell carcinoma,54,59,HGNC:11603,9496,TBX4,TBX4,0,4,"TBX4 is a tumor suppressor in lung adenocarcinoma and NSCLC whose expression is regulated by a methylating pattern, avoiding its inhibition of cell growth and proliferation or the induction of apoptosis.","<b>TBX4</b> is a tumor suppressor in lung adenocarcinoma and <b>NSCLC</b> whose expression is regulated by a methylating pattern, avoiding its inhibition of cell growth and proliferation or the induction of apoptosis."
40242,9eb6448e78c96c6cb8d5790569211d1a,36555915,Microbial Biomarkers for Lung Cancer: Current Understandings and Limitations,Journal of Clinical Medicine,Journal of Clinical Medicine,2022,12.0,8.0,article,introduction,Driver,0.8388021954922426,DOID:3910,LUAD,lung adenocarcinoma,113,117,HGNC:11998,7157,Trp53,TP53,168,173,"Therefore, the nasal delivery of Acidovorax temperans accelerates lung tumorigenesis in the KPC murine models of LUAD driven by lung-specific Ad-Cre-activated Kras and Trp53 mutations.","Therefore, the nasal delivery of Acidovorax temperans accelerates lung tumorigenesis in the KPC murine models of <b>LUAD</b> driven by lung-specific Ad-Cre-activated Kras and <b>Trp53</b> mutations."
40306,04dfa692c4072abbf6fcb9516f58ed16,36517518,"“Recent Advances in Cancer Research” Bern, November 4-5, 2022",Cell Death Discovery,Cell Death Discovery,2022,12.0,14.0,article,,Tumor_Suppressor,0.9866134709256216,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,96,115,HGNC:11998,7157,p53,TP53,64,67,Functional characterization of the interaction between TG2 with p53 tumor suppressor protein in lung adenocarcinoma cells,Functional characterization of the interaction between TG2 with <b>p53</b> tumor suppressor protein in <b>lung adenocarcinoma</b> cells
40534,8e390ed2997c32b925dba06cfbfc21cf,35819638,Pyroptosis in inflammation-related respiratory disease,Journal of Physiology and Biochemistry,Journal of Physiology and Biochemistry,2022,7.0,11.0,article,introduction,Tumor_Suppressor,0.9765669593227292,DOID:3908,NSCLC,lung non-small cell carcinoma,126,131,HGNC:11998,7157,p53,TP53,34,37,"Moreover, it is demonstrated that p53, which is a tumor suppressor gene, induces pyroptosis to attenuate the proliferation of NSCLC cells by activating the NLRP3/ASC/caspase-1 signaling pathway.","Moreover, it is demonstrated that <b>p53</b>, which is a tumor suppressor gene, induces pyroptosis to attenuate the proliferation of <b>NSCLC</b> cells by activating the NLRP3/ASC/caspase-1 signaling pathway."
41276,67be1f611ae3e80440a8fbd853cb83ae,36135089,Acquired G2032R Resistance Mutation in ROS1 to Lorlatinib Therapy Detected with Liquid Biopsy,Current Oncology,Current Oncology,2022,9.0,16.0,abstract,,Driver,0.8358574044438105,DOID:3908,NSCLC,lung non-small cell carcinoma,104,109,HGNC:11998,7157,p53 (TP53),TP53,47,57,"Furthermore, concomitant tumor suppressor gene p53 (TP53) mutations occur in driver alteration positive NSCLC, but their prognostic contribution in the context of ROS1 inhibition remains unclear.","Furthermore, concomitant tumor suppressor gene <b>p53 (TP53)</b> mutations occur in driver alteration positive <b>NSCLC</b>, but their prognostic contribution in the context of ROS1 inhibition remains unclear."
41277,920bee1be548a1382fbb721b2fc47b4a,36135089,Acquired G2032R Resistance Mutation in ROS1 to Lorlatinib Therapy Detected with Liquid Biopsy,Current Oncology,Current Oncology,2022,9.0,16.0,article,introduction,Oncogene,0.8179228655979364,DOID:3908,NSCLC,lung non-small cell carcinoma,125,130,HGNC:11998,7157,p53 (TP53),TP53,39,49,Mutations in the tumor suppressor gene p53 (TP53) are the most common mutations found in NSCLCs and co-occur in about 30% of NSCLC patients with ALK and ROS1 translocations.,Mutations in the tumor suppressor gene <b>p53 (TP53)</b> are the most common mutations found in NSCLCs and co-occur in about 30% of <b>NSCLC</b> patients with ALK and ROS1 translocations.
42272,04dfa692c4072abbf6fcb9516f58ed16,34346867,How lung cancer cells change identity,eLife,eLife,2021,8.0,4.0,article,,Tumor_Suppressor,0.955283527446354,DOID:3910,LUAD,lung adenocarcinoma,46,50,HGNC:11998,7157,TP53,TP53,132,136,"To do this, they first genetically engineered LUAD cells with existing mutations in the gene for EGFR and the tumor suppressor gene TP53 to have an additional molecular change which reduces the activity of another tumor suppressor gene called RB1 : these genetic alterations are found in nearly all LUADs that assume a neuroendocrine phenotype as a resistance mechanism to EGFR-targeted therapy.","To do this, they first genetically engineered <b>LUAD</b> cells with existing mutations in the gene for EGFR and the tumor suppressor gene <b>TP53</b> to have an additional molecular change which reduces the activity of another tumor suppressor gene called RB1 : these genetic alterations are found in nearly all LUADs that assume a neuroendocrine phenotype as a resistance mechanism to EGFR-targeted therapy."
42509,9eb6448e78c96c6cb8d5790569211d1a,34298808,Genotoxic Treatment Enhances Immune Response in a Genetic Model of Lung Cancer,Cancers,Cancers,2021,7.0,18.0,article,introduction,Driver,0.9725019526414298,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,168,188,HGNC:11998,7157,Tp53,TP53,221,225,"In order to create a physiologically relevant and reliable model for pre-clinical testing of immunotherapies, we have developed an in vivo hybrid murine model in which lung adenocarcinomas are driven by Kras mutation and Tp53 deletion in the KP GEMMs, and the TMB is increased to levels similar to human cancer by the concomitant administration of MNU in vivo.","In order to create a physiologically relevant and reliable model for pre-clinical testing of immunotherapies, we have developed an in vivo hybrid murine model in which <b>lung adenocarcinomas</b> are driven by Kras mutation and <b>Tp53</b> deletion in the KP GEMMs, and the TMB is increased to levels similar to human cancer by the concomitant administration of MNU in vivo."
43471,9eb6448e78c96c6cb8d5790569211d1a,34164589,Investigating Tumor Heterogeneity in Mouse Models,Annual review of cancer biology,Annual review of cancer biology,2021,6.0,22.0,article,,Driver,0.9052440964928964,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,84,103,HGNC:11998,7157,p53,TP53,150,153,"Further comparison between primary tumors and metastases in the same mouse model of lung adenocarcinoma driven by activation of Kras G12D and loss of p53 also identified the basic helix-loop-helix transcription factor Arntl2, which controls a prometastatic secretome.","Further comparison between primary tumors and metastases in the same mouse model of <b>lung adenocarcinoma</b> driven by activation of Kras G12D and loss of <b>p53</b> also identified the basic helix-loop-helix transcription factor Arntl2, which controls a prometastatic secretome."
43472,9eb6448e78c96c6cb8d5790569211d1a,34164589,Investigating Tumor Heterogeneity in Mouse Models,Annual review of cancer biology,Annual review of cancer biology,2021,6.0,22.0,article,,Driver,0.8436128229332098,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,8,27,HGNC:11998,7157,p53,TP53,80,83,"Using a lung adenocarcinoma model driven by activation of Kras G12D and loss of p53, we demonstrated that these tumors showed hierarchical features with two distinct cancer cell subpopulations: one with increased Wnt signaling activity, and another forming a niche that provides the Wnt signal.","Using a <b>lung adenocarcinoma</b> model driven by activation of Kras G12D and loss of <b>p53</b>, we demonstrated that these tumors showed hierarchical features with two distinct cancer cell subpopulations: one with increased Wnt signaling activity, and another forming a niche that provides the Wnt signal."
43839,9eb6448e78c96c6cb8d5790569211d1a,34108973,Host-Microbiome Interaction in Lung Cancer,Frontiers in Immunology,Frontiers in Immunology,2021,5.0,24.0,article,introduction,Driver,0.9334279972610386,DOID:3910,lung adenocarcinoma,lung adenocarcinoma,31,50,HGNC:11998,7157,p53,TP53,110,113,"Using an autochthonous GEMM of lung adenocarcinoma driven by an activating point mutation of Kras and loss of p53, our previous study has demonstrated the critical role of microbiota-immune crosstalk in driving inflammation and lung tumorigenesis.","Using an autochthonous GEMM of <b>lung adenocarcinoma</b> driven by an activating point mutation of Kras and loss of <b>p53</b>, our previous study has demonstrated the critical role of microbiota-immune crosstalk in driving inflammation and lung tumorigenesis."
44256,8e390ed2997c32b925dba06cfbfc21cf,34065983,Biology of the mRNA Splicing Machinery and Its Dysregulation in Cancer Providing Therapeutic Opportunities,International Journal of Molecular Sciences,International Journal of Molecular Sciences,2021,5.0,12.0,article,introduction,Tumor_Suppressor,0.9323593684886642,DOID:3908,NSCLC,lung non-small cell carcinoma,158,163,HGNC:11998,7157,p53,TP53,112,115,Silencing SmD3 also changed the AS pattern of p53 regulator MDM4; and increased the transcriptional activity of p53 tumor suppressor protein in p53 wild type NSCLC cells.,Silencing SmD3 also changed the AS pattern of p53 regulator MDM4; and increased the transcriptional activity of <b>p53</b> tumor suppressor protein in p53 wild type <b>NSCLC</b> cells.
44522,920bee1be548a1382fbb721b2fc47b4a,33925308,Emerging Lab-on-a-Chip Approaches for Liquid Biopsy in Lung Cancer: Status in CTCs and ctDNA Research and Clinical Validation,Cancers,Cancers,2021,5.0,27.0,article,introduction,Oncogene,0.8518480080077906,DOID:3908,NSCLC,lung non-small cell carcinoma,195,200,HGNC:11998,7157,tumor protein p53 (TP53),TP53,68,92,"Mutations in other genes such as KRAS proto-oncogene GTPase (KRAS), tumor protein p53 (TP53), and phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit α (PIK3CA) are also reported in NSCLC, with co-existing mutations implicating lower progression free survival (PFS).","Mutations in other genes such as KRAS proto-oncogene GTPase (KRAS), <b>tumor protein p53 (TP53)</b>, and phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit α (PIK3CA) are also reported in <b>NSCLC</b>, with co-existing mutations implicating lower progression free survival (PFS)."
44547,04dfa692c4072abbf6fcb9516f58ed16,33924966,Cancer Essential Genes Stratified Lung Adenocarcinoma Patients with Distinct Survival Outcomes and Identified a Subgroup from the Terminal Respiratory Unit Type with Different Proliferative Signatures in Multiple Cohorts,Cancers,Cancers,2021,5.0,28.0,article,discussion,Tumor_Suppressor,0.9451198510571638,DOID:3910,LUAD,lung adenocarcinoma,97,101,HGNC:11998,7157,TP53,TP53,0,4,"TP53 is a well-known tumor suppressor, and it is frequently mutated in various cancers including LUAD.","<b>TP53</b> is a well-known tumor suppressor, and it is frequently mutated in various cancers including <b>LUAD</b>."
44984,9eb6448e78c96c6cb8d5790569211d1a,33926541,Evaluating the transcriptional fidelity of cancer models,Genome Medicine,Genome Medicine,2021,4.0,29.0,article,results,Driver,0.9561769588625112,DOID:3910,LUAD,lung adenocarcinoma,48,52,HGNC:11998,7157,p53,TP53,95,98,"GEMMs sharing genotypes across studies, such as LUAD GEMMs driven by Kras mutation and loss of p53 , also received similar general and subtype classification scores (Fig. 6 a, b, e).","GEMMs sharing genotypes across studies, such as <b>LUAD</b> GEMMs driven by Kras mutation and loss of <b>p53</b> , also received similar general and subtype classification scores (Fig. 6 a, b, e)."
45904,8e390ed2997c32b925dba06cfbfc21cf,34445588,Molecular Mechanisms of Chemoresistance Induced by Cisplatin in NSCLC Cancer Therapy,International Journal of Molecular Sciences,International Journal of Molecular Sciences,2021,8.0,18.0,article,,Tumor_Suppressor,0.9386754679786544,DOID:3908,NSCLC,lung non-small cell carcinoma,35,40,HGNC:11998,7157,TP53,TP53,87,91,"Additionally, 34% of patients with NSCLC have a mutation of the tumour suppressor gene TP53 that encodes p53 protein (including nonsense mutation and pro-oncogenic “gain-of-function mutation”), which has been associated with frequent smoking.","Additionally, 34% of patients with <b>NSCLC</b> have a mutation of the tumour suppressor gene <b>TP53</b> that encodes p53 protein (including nonsense mutation and pro-oncogenic “gain-of-function mutation”), which has been associated with frequent smoking."
46069,8e390ed2997c32b925dba06cfbfc21cf,33845897,Targeted exome sequencing identifies mutational landscape in a cohort of 1500 Chinese patients with non-small cell lung carcinoma (NSCLC),Human Genomics,Human Genomics,2021,4.0,12.0,article,results,Tumor_Suppressor,0.9626239130330184,DOID:3908,NSCLC,lung non-small cell carcinoma,64,69,HGNC:11998,7157,TP53,TP53,112,116,"We identified many genes previously also found to be mutated in NSCLC, including several tumor suppressor genes TP53 , CDKN2A , and oncogenes EGFR and KRAS.","We identified many genes previously also found to be mutated in <b>NSCLC</b>, including several tumor suppressor genes <b>TP53</b> , CDKN2A , and oncogenes EGFR and KRAS."
46943,04dfa692c4072abbf6fcb9516f58ed16,32850380,The Therapeutic Potential of DNA Damage Repair Pathways and Genomic Stability in Lung Cancer,Frontiers in Oncology,Frontiers in Oncology,2020,7.0,28.0,article,,Tumor_Suppressor,0.966597857207806,DOID:3910,lung adenocarcinomas,lung adenocarcinoma,26,46,HGNC:11998,7157,TP53,TP53,133,137,"Sequencing of 188 primary lung adenocarcinomas identified 26 mutated genes, including several known tumor suppressor genes including TP53, KRAS, CDKN2A, and STK11 (LKB protein).","Sequencing of 188 primary <b>lung adenocarcinomas</b> identified 26 mutated genes, including several known tumor suppressor genes including <b>TP53</b>, KRAS, CDKN2A, and STK11 (LKB protein)."
48012,8e390ed2997c32b925dba06cfbfc21cf,32365499,STAT3: Versatile Functions in Non-Small Cell Lung Cancer,Cancers,Cancers,2020,5.0,29.0,article,introduction,Tumor_Suppressor,0.9558013721307824,DOID:3908,NSCLC,lung non-small cell carcinoma,32,37,HGNC:11998,7157,TP53,TP53,89,93,"As the most abundant drivers of NSCLC tumorigenesis, mutations in tumor suppressor genes TP53, KEAP1, STK11, NF1 and in the oncogenes Kirsten Rat Sarcoma Viral Proto-Oncogene (K-RAS) and Epidermal growth factor receptor (EGFR) were identified.","As the most abundant drivers of <b>NSCLC</b> tumorigenesis, mutations in tumor suppressor genes <b>TP53</b>, KEAP1, STK11, NF1 and in the oncogenes Kirsten Rat Sarcoma Viral Proto-Oncogene (K-RAS) and Epidermal growth factor receptor (EGFR) were identified."
49323,920bee1be548a1382fbb721b2fc47b4a,32022477,Impact of somatic mutations on prognosis in resected non-small-cell lung cancer: The Japan Molecular Epidemiology for lung cancer study,Cancer Medicine,Cancer Medicine,2020,4.0,5.0,article,introduction,Oncogene,0.9550490157693128,DOID:3908,NSCLC,lung non-small cell carcinoma,81,86,HGNC:11998,7157,tumor protein p53 (TP53),TP53,212,236,"Among the genes responsible for somatic mutations in non-small-cell lung cancer (NSCLC), the most frequent driver oncogenes were epidermal growth factor receptor (EGFR), v-Ki-ras2 Kirsten rat sarcoma (KRAS), and tumor protein p53 (TP53).","Among the genes responsible for somatic mutations in non-small-cell lung cancer (<b>NSCLC</b>), the most frequent driver oncogenes were epidermal growth factor receptor (EGFR), v-Ki-ras2 Kirsten rat sarcoma (KRAS), and <b>tumor protein p53 (TP53)</b>."
49737,920bee1be548a1382fbb721b2fc47b4a,33655698,"Integration of comprehensive genomic profiling, tumor mutational burden, and PD-L1 expression to identify novel biomarkers of immunotherapy in non-small cell lung cancer",Cancer Medicine,Cancer Medicine,2021,4.0,2.0,article,introduction,Oncogene,0.8367263783413246,DOID:3908,NSCLC,lung non-small cell carcinoma,85,90,HGNC:11998,7157,p53 (TP53),TP53,67,77,"A subset of patients with KRAS proto-oncogene (KRAS)/tumor protein p53 (TP53) mutant NSCLC were shown to be characterized by increased expression of PD-L1 in tumor cells, increased TMB, and a higher degree of tumor infiltration by CD8 + T cells, which led to improved clinical outcomes.","A subset of patients with KRAS proto-oncogene (KRAS)/tumor protein <b>p53 (TP53)</b> mutant <b>NSCLC</b> were shown to be characterized by increased expression of PD-L1 in tumor cells, increased TMB, and a higher degree of tumor infiltration by CD8 + T cells, which led to improved clinical outcomes."
